tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	magn_moment	magn_volume	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		1.1	176.0	09.9	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:32:40	2.350e-03	6.70e-05	6.091e+00	1.83e-06	1.28e-06	3.10e-07	8	273	D6A-2076a_LP-DIR-AF-74	LT-NO:LP-DIR-AF	g	73	pmagpy-4.4.0	D6A-2076a	u	0	0	0.00	0.00	1	273
	This study		0.6	175.8	10.4	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:34:15	2.140e-03	6.10e-05	5.545e+00	8.93e-07	6.44e-07	2.75e-07	8	273	D6A-2076a_LP-DIR-AF-75	LT-AF-Z:LP-DIR-AF	g	74	pmagpy-4.4.0	D6A-2076a	u	1.000e-03	0	0.00	0.00	2	273
	This study		0.3	175.1	10.8	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:35:50	1.610e-03	4.59e-05	4.173e+00	1.57e-07	1.46e-07	2.05e-07	8	273	D6A-2076a_LP-DIR-AF-76	LT-AF-Z:LP-DIR-AF	g	75	pmagpy-4.4.0	D6A-2076a	u	2.000e-03	0	0.00	0.00	3	273
	This study		0.3	174.4	10.8	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:37:25	1.150e-03	3.28e-05	2.982e+00	1.11e-07	1.05e-07	1.45e-07	8	273	D6A-2076a_LP-DIR-AF-77	LT-AF-Z:LP-DIR-AF	g	76	pmagpy-4.4.0	D6A-2076a	u	3.000e-03	0	0.00	0.00	4	273
	This study		0.3	173.6	11.0	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:39:00	7.997e-04	2.28e-05	2.073e+00	7.57e-08	7.21e-08	1.00e-07	8	273	D6A-2076a_LP-DIR-AF-78	LT-AF-Z:LP-DIR-AF	g	77	pmagpy-4.4.0	D6A-2076a	u	4.000e-03	0	0.00	0.00	5	273
	This study		0.3	172.7	10.4	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:42:27	6.103e-04	1.74e-05	1.582e+00	5.80e-08	5.28e-08	7.72e-08	8	273	D6A-2076a_LP-DIR-AF-79	LT-AF-Z:LP-DIR-AF	g	78	pmagpy-4.4.0	D6A-2076a	u	5.000e-03	0	0.00	0.00	6	273
	This study		0.3	172.0	07.6	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:45:53	3.237e-04	9.23e-06	8.391e-01	2.92e-08	2.55e-08	4.13e-08	8	273	D6A-2076a_LP-DIR-AF-80	LT-AF-Z:LP-DIR-AF	g	79	pmagpy-4.4.0	D6A-2076a	u	7.500e-03	0	0.00	0.00	7	273
	This study		0.3	170.6	03.8	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:49:19	1.968e-04	5.61e-06	5.100e-01	1.52e-08	1.20e-08	2.52e-08	8	273	D6A-2076a_LP-DIR-AF-81	LT-AF-Z:LP-DIR-AF	g	80	pmagpy-4.4.0	D6A-2076a	u	1.000e-02	0	0.00	0.00	8	273
	This study		0.3	169.7	-00.5	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:52:46	1.368e-04	3.90e-06	3.545e-01	9.54e-09	7.05e-09	1.87e-08	8	273	D6A-2076a_LP-DIR-AF-82	LT-AF-Z:LP-DIR-AF	g	81	pmagpy-4.4.0	D6A-2076a	u	1.250e-02	0	0.00	0.00	9	273
	This study		0.3	170.1	-05.3	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:56:13	1.021e-04	2.91e-06	2.645e-01	6.98e-09	5.45e-09	1.23e-08	8	273	D6A-2076a_LP-DIR-AF-83	LT-AF-Z:LP-DIR-AF	g	82	pmagpy-4.4.0	D6A-2076a	u	1.500e-02	0	0.00	0.00	10	273
	This study		0.3	170.0	-11.5	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 17:59:39	7.857e-05	2.24e-06	2.036e-01	4.01e-09	4.21e-09	1.08e-08	8	273	D6A-2076a_LP-DIR-AF-84	LT-AF-Z:LP-DIR-AF	g	83	pmagpy-4.4.0	D6A-2076a	u	1.750e-02	0	0.00	0.00	11	273
	This study		0.3	165.8	-16.5	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:02:10	6.419e-05	1.83e-06	1.664e-01	3.36e-09	4.63e-09	8.61e-09	8	273	D6A-2076a_LP-DIR-AF-85	LT-AF-Z:LP-DIR-AF	g	84	pmagpy-4.4.0	D6A-2076a	u	2.000e-02	0	0.00	0.00	12	273
	This study		0.3	167.5	-22.1	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:03:45	5.577e-05	1.59e-06	1.445e-01	4.40e-09	3.02e-09	6.96e-09	8	273	D6A-2076a_LP-DIR-AF-86	LT-AF-Z:LP-DIR-AF	g	85	pmagpy-4.4.0	D6A-2076a	u	2.250e-02	0	0.00	0.00	13	273
	This study		0.2	164.0	-24.1	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:05:20	5.296e-05	1.51e-06	1.373e-01	3.76e-09	4.42e-09	4.27e-09	8	273	D6A-2076a_LP-DIR-AF-87	LT-AF-Z:LP-DIR-AF	g	86	pmagpy-4.4.0	D6A-2076a	u	2.500e-02	0	0.00	0.00	14	273
	This study		0.2	161.6	-33.5	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:06:55	4.384e-05	1.25e-06	1.136e-01	2.78e-09	1.44e-09	3.96e-09	8	273	D6A-2076a_LP-DIR-AF-88	LT-AF-Z:LP-DIR-AF	g	87	pmagpy-4.4.0	D6A-2076a	u	2.750e-02	0	0.00	0.00	15	273
	This study		0.3	166.8	-31.3	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:08:30	4.034e-05	1.15e-06	1.045e-01	2.15e-09	3.64e-09	4.29e-09	8	273	D6A-2076a_LP-DIR-AF-89	LT-AF-Z:LP-DIR-AF	g	88	pmagpy-4.4.0	D6A-2076a	u	3.000e-02	0	0.00	0.00	16	273
	This study		0.4	159.5	-39.4	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:10:05	3.858e-05	1.10e-06	1.000e-01	3.28e-09	4.74e-09	6.23e-09	8	273	D6A-2076a_LP-DIR-AF-90	LT-AF-Z:LP-DIR-AF	g	89	pmagpy-4.4.0	D6A-2076a	u	3.500e-02	0	0.00	0.00	17	273
	This study		0.3	162.2	-40.7	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:11:40	3.578e-05	1.02e-06	9.273e-02	1.44e-09	5.52e-09	3.25e-09	8	273	D6A-2076a_LP-DIR-AF-91	LT-AF-Z:LP-DIR-AF	g	90	pmagpy-4.4.0	D6A-2076a	u	4.000e-02	0	0.00	0.00	18	273
	This study		0.3	166.0	-43.5	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:13:16	3.248e-05	9.26e-07	8.418e-02	1.79e-09	4.33e-09	3.24e-09	8	273	D6A-2076a_LP-DIR-AF-92	LT-AF-Z:LP-DIR-AF	g	91	pmagpy-4.4.0	D6A-2076a	u	4.500e-02	0	0.00	0.00	19	273
	This study		0.3	165.6	-40.5	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:14:51	3.458e-05	9.86e-07	8.964e-02	3.56e-09	4.26e-09	4.17e-09	8	273	D6A-2076a_LP-DIR-AF-93	LT-AF-Z:LP-DIR-AF	g	92	pmagpy-4.4.0	D6A-2076a	u	5.000e-02	0	0.00	0.00	20	273
	This study		0.3	152.8	-44.4	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:16:26	3.188e-05	9.09e-07	8.264e-02	2.82e-09	4.38e-09	2.68e-09	8	273	D6A-2076a_LP-DIR-AF-94	LT-AF-Z:LP-DIR-AF	g	93	pmagpy-4.4.0	D6A-2076a	u	5.500e-02	0	0.00	0.00	21	273
	This study		0.4	157.8	-45.4	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:18:01	2.838e-05	8.09e-07	7.355e-02	3.16e-09	2.47e-09	3.72e-09	8	273	D6A-2076a_LP-DIR-AF-95	LT-AF-Z:LP-DIR-AF	g	94	pmagpy-4.4.0	D6A-2076a	u	6.000e-02	0	0.00	0.00	22	273
	This study		0.3	141.7	-44.2	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:19:36	2.750e-05	7.84e-07	7.127e-02	2.30e-09	3.28e-09	2.36e-09	8	273	D6A-2076a_LP-DIR-AF-96	LT-AF-Z:LP-DIR-AF	g	95	pmagpy-4.4.0	D6A-2076a	u	6.500e-02	0	0.00	0.00	23	273
	This study		0.4	156.5	-42.3	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:21:12	2.767e-05	7.89e-07	7.173e-02	2.52e-09	5.03e-09	3.76e-09	8	273	D6A-2076a_LP-DIR-AF-97	LT-AF-Z:LP-DIR-AF	g	96	pmagpy-4.4.0	D6A-2076a	u	7.000e-02	0	0.00	0.00	24	273
	This study		0.4	169.5	-41.8	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:22:47	2.420e-05	6.90e-07	6.273e-02	3.47e-09	4.55e-09	2.95e-09	8	273	D6A-2076a_LP-DIR-AF-98	LT-AF-Z:LP-DIR-AF	g	97	pmagpy-4.4.0	D6A-2076a	u	7.500e-02	0	0.00	0.00	25	273
	This study		0.4	151.5	-39.8	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:24:22	2.501e-05	7.13e-07	6.482e-02	4.13e-09	3.99e-09	2.99e-09	8	273	D6A-2076a_LP-DIR-AF-99	LT-AF-Z:LP-DIR-AF	g	98	pmagpy-4.4.0	D6A-2076a	u	8.000e-02	0	0.00	0.00	26	273
	This study		0.6	162.7	-53.2	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:25:57	1.929e-05	5.50e-07	5.000e-02	4.34e-09	4.30e-09	1.33e-09	8	273	D6A-2076a_LP-DIR-AF-100	LT-AF-Z:LP-DIR-AF	g	99	pmagpy-4.4.0	D6A-2076a	u	8.500e-02	0	0.00	0.00	27	273
	This study		0.4	140.5	-42.1	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:27:33	2.248e-05	6.41e-07	5.827e-02	3.50e-09	3.19e-09	2.97e-09	8	273	D6A-2076a_LP-DIR-AF-101	LT-AF-Z:LP-DIR-AF	g	100	pmagpy-4.4.0	D6A-2076a	u	9.000e-02	0	0.00	0.00	28	273
	This study		0.5	168.1	-49.6	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:29:08	2.010e-05	5.73e-07	5.209e-02	4.38e-09	3.42e-09	1.08e-09	8	273	D6A-2076a_LP-DIR-AF-102	LT-AF-Z:LP-DIR-AF	g	101	pmagpy-4.4.0	D6A-2076a	u	9.500e-02	0	0.00	0.00	29	273
	This study		0.5	158.1	-37.8	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:30:44	1.961e-05	5.59e-07	5.082e-02	3.25e-09	3.95e-09	1.54e-09	8	273	D6A-2076a_LP-DIR-AF-103	LT-AF-Z:LP-DIR-AF	g	102	pmagpy-4.4.0	D6A-2076a	u	1.000e-01	0	0.00	0.00	30	273
	This study		0.5	148.7	-37.2	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:32:20	1.789e-05	5.10e-07	4.636e-02	3.06e-09	3.03e-09	9.59e-10	8	273	D6A-2076a_LP-DIR-AF-104	LT-AF-Z:LP-DIR-AF	g	103	pmagpy-4.4.0	D6A-2076a	u	1.050e-01	0	0.00	0.00	31	273
	This study		0.5	161.7	-42.7	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:33:57	1.708e-05	4.87e-07	4.427e-02	3.22e-09	3.44e-09	1.21e-09	8	273	D6A-2076a_LP-DIR-AF-105	LT-AF-Z:LP-DIR-AF	g	104	pmagpy-4.4.0	D6A-2076a	u	1.100e-01	0	0.00	0.00	32	273
	This study		0.8	153.1	-38.0	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:35:33	1.610e-05	4.59e-07	4.173e-02	5.81e-09	4.95e-09	1.94e-09	8	273	D6A-2076a_LP-DIR-AF-106	LT-AF-Z:LP-DIR-AF	g	105	pmagpy-4.4.0	D6A-2076a	u	1.150e-01	0	0.00	0.00	33	273
	This study		0.6	159.7	-34.0	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:37:10	1.508e-05	4.30e-07	3.909e-02	2.59e-09	3.61e-09	2.96e-09	8	273	D6A-2076a_LP-DIR-AF-107	LT-AF-Z:LP-DIR-AF	g	106	pmagpy-4.4.0	D6A-2076a	u	1.200e-01	0	0.00	0.00	34	273
	This study		0.7	125.3	-66.1	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:38:46	1.491e-05	4.25e-07	3.864e-02	2.32e-09	5.18e-09	1.28e-09	8	273	D6A-2076a_LP-DIR-AF-108	LT-AF-Z:LP-DIR-AF	g	107	pmagpy-4.4.0	D6A-2076a	u	1.250e-01	0	0.00	0.00	35	273
	This study		0.5	152.1	-46.5	D6A-2076a_LP-DIR-AF	hargrave 2026-07-23 18:41:19	1.620e-05	4.62e-07	4.200e-02	2.73e-09	2.42e-09	1.58e-09	8	273	D6A-2076a_LP-DIR-AF-109	LT-AF-Z:LP-DIR-AF	g	108	pmagpy-4.4.0	D6A-2076a	u	1.300e-01	0	0.00	0.00	36	273
	This study		0.4	174.4	06.2	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 15:50:14	8.113e-04	2.33e-05	2.118e+00	3.72e-08	1.07e-07	1.22e-07	8	273	D6A-2095a_LP-DIR-AF-110	LT-NO:LP-DIR-AF	g	109	pmagpy-4.4.0	D6A-2095a	u	0	0	0.00	0.00	0	273
	This study		0.4	175.9	07.6	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 15:51:49	7.416e-04	2.13e-05	1.936e+00	2.03e-08	9.09e-08	1.10e-07	8	273	D6A-2095a_LP-DIR-AF-111	LT-AF-Z:LP-DIR-AF	g	110	pmagpy-4.4.0	D6A-2095a	u	1.000e-03	0	0.00	0.00	1	273
	This study		0.4	178.8	08.5	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 15:55:16	5.919e-04	1.70e-05	1.545e+00	1.24e-08	7.13e-08	8.78e-08	8	273	D6A-2095a_LP-DIR-AF-112	LT-AF-Z:LP-DIR-AF	g	111	pmagpy-4.4.0	D6A-2095a	u	2.000e-03	0	0.00	0.00	2	273
	This study		0.4	182.0	09.2	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 15:58:43	4.701e-04	1.35e-05	1.227e+00	5.65e-09	5.44e-08	6.95e-08	8	273	D6A-2095a_LP-DIR-AF-113	LT-AF-Z:LP-DIR-AF	g	112	pmagpy-4.4.0	D6A-2095a	u	3.000e-03	0	0.00	0.00	3	273
	This study		0.4	185.5	10.3	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:02:10	3.691e-04	1.06e-05	9.636e-01	3.39e-09	4.28e-08	5.52e-08	8	273	D6A-2095a_LP-DIR-AF-114	LT-AF-Z:LP-DIR-AF	g	113	pmagpy-4.4.0	D6A-2095a	u	4.000e-03	0	0.00	0.00	4	273
	This study		0.4	189.0	11.2	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:05:38	3.099e-04	8.90e-06	8.091e-01	3.33e-09	3.48e-08	4.60e-08	8	273	D6A-2095a_LP-DIR-AF-115	LT-AF-Z:LP-DIR-AF	g	114	pmagpy-4.4.0	D6A-2095a	u	5.000e-03	0	0.00	0.00	5	273
	This study		0.4	197.0	13.5	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:09:04	2.169e-04	6.23e-06	5.664e-01	5.45e-09	2.39e-08	3.41e-08	8	273	D6A-2095a_LP-DIR-AF-116	LT-AF-Z:LP-DIR-AF	g	115	pmagpy-4.4.0	D6A-2095a	u	7.500e-03	0	0.00	0.00	6	273
	This study		0.4	202.1	14.6	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:12:30	1.630e-04	4.68e-06	4.255e-01	4.78e-09	1.56e-08	2.61e-08	8	273	D6A-2095a_LP-DIR-AF-117	LT-AF-Z:LP-DIR-AF	g	116	pmagpy-4.4.0	D6A-2095a	u	1.000e-02	0	0.00	0.00	7	273
	This study		0.3	206.9	15.0	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:15:56	1.330e-04	3.82e-06	3.473e-01	5.81e-09	1.32e-08	1.97e-08	8	273	D6A-2095a_LP-DIR-AF-118	LT-AF-Z:LP-DIR-AF	g	117	pmagpy-4.4.0	D6A-2095a	u	1.250e-02	0	0.00	0.00	8	273
	This study		0.3	211.3	16.3	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:19:22	1.159e-04	3.33e-06	3.027e-01	5.71e-09	1.14e-08	1.60e-08	8	273	D6A-2095a_LP-DIR-AF-119	LT-AF-Z:LP-DIR-AF	g	118	pmagpy-4.4.0	D6A-2095a	u	1.500e-02	0	0.00	0.00	9	273
	This study		0.3	213.2	16.2	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:22:49	1.038e-04	2.98e-06	2.709e-01	4.66e-09	8.97e-09	1.35e-08	8	273	D6A-2095a_LP-DIR-AF-120	LT-AF-Z:LP-DIR-AF	g	119	pmagpy-4.4.0	D6A-2095a	u	1.750e-02	0	0.00	0.00	10	273
	This study		0.3	215.7	16.1	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:26:15	9.575e-05	2.75e-06	2.500e-01	5.04e-09	8.99e-09	1.16e-08	8	273	D6A-2095a_LP-DIR-AF-121	LT-AF-Z:LP-DIR-AF	g	120	pmagpy-4.4.0	D6A-2095a	u	2.000e-02	0	0.00	0.00	11	273
	This study		0.3	219.0	14.1	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:29:40	8.635e-05	2.48e-06	2.255e-01	4.47e-09	6.70e-09	1.11e-08	8	273	D6A-2095a_LP-DIR-AF-122	LT-AF-Z:LP-DIR-AF	g	121	pmagpy-4.4.0	D6A-2095a	u	2.250e-02	0	0.00	0.00	12	273
	This study		0.3	219.3	17.8	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:33:05	8.600e-05	2.47e-06	2.245e-01	6.31e-09	8.75e-09	1.08e-08	8	273	D6A-2095a_LP-DIR-AF-123	LT-AF-Z:LP-DIR-AF	g	122	pmagpy-4.4.0	D6A-2095a	u	2.500e-02	0	0.00	0.00	13	273
	This study		0.3	222.1	17.0	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:36:30	8.322e-05	2.39e-06	2.173e-01	5.15e-09	7.45e-09	9.14e-09	8	273	D6A-2095a_LP-DIR-AF-124	LT-AF-Z:LP-DIR-AF	g	123	pmagpy-4.4.0	D6A-2095a	u	2.750e-02	0	0.00	0.00	14	273
	This study		0.3	221.6	18.1	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:39:55	7.591e-05	2.18e-06	1.982e-01	4.54e-09	5.59e-09	8.10e-09	8	273	D6A-2095a_LP-DIR-AF-125	LT-AF-Z:LP-DIR-AF	g	124	pmagpy-4.4.0	D6A-2095a	u	3.000e-02	0	0.00	0.00	15	273
	This study		0.3	224.7	18.6	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:43:21	7.382e-05	2.12e-06	1.927e-01	4.65e-09	5.66e-09	1.01e-08	8	273	D6A-2095a_LP-DIR-AF-126	LT-AF-Z:LP-DIR-AF	g	125	pmagpy-4.4.0	D6A-2095a	u	3.500e-02	0	0.00	0.00	16	273
	This study		0.3	219.6	17.0	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:46:46	7.068e-05	2.03e-06	1.845e-01	2.96e-09	6.25e-09	9.31e-09	8	273	D6A-2095a_LP-DIR-AF-127	LT-AF-Z:LP-DIR-AF	g	126	pmagpy-4.4.0	D6A-2095a	u	4.000e-02	0	0.00	0.00	17	273
	This study		0.2	225.8	16.3	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:50:11	6.511e-05	1.87e-06	1.700e-01	2.81e-09	4.77e-09	6.67e-09	8	273	D6A-2095a_LP-DIR-AF-128	LT-AF-Z:LP-DIR-AF	g	127	pmagpy-4.4.0	D6A-2095a	u	4.500e-02	0	0.00	0.00	18	273
	This study		0.2	222.9	16.4	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:53:37	6.128e-05	1.76e-06	1.600e-01	2.10e-09	5.04e-09	4.51e-09	8	273	D6A-2095a_LP-DIR-AF-129	LT-AF-Z:LP-DIR-AF	g	128	pmagpy-4.4.0	D6A-2095a	u	5.000e-02	0	0.00	0.00	19	273
	This study		0.3	223.4	18.9	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 16:57:02	6.093e-05	1.75e-06	1.591e-01	4.12e-09	6.13e-09	6.62e-09	8	273	D6A-2095a_LP-DIR-AF-130	LT-AF-Z:LP-DIR-AF	g	129	pmagpy-4.4.0	D6A-2095a	u	5.500e-02	0	0.00	0.00	20	273
	This study		0.3	224.2	17.0	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:00:28	6.163e-05	1.77e-06	1.609e-01	2.97e-09	5.82e-09	7.04e-09	8	273	D6A-2095a_LP-DIR-AF-131	LT-AF-Z:LP-DIR-AF	g	130	pmagpy-4.4.0	D6A-2095a	u	6.000e-02	0	0.00	0.00	21	273
	This study		0.3	224.3	17.9	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:03:53	5.675e-05	1.63e-06	1.482e-01	2.03e-09	5.60e-09	6.97e-09	8	273	D6A-2095a_LP-DIR-AF-132	LT-AF-Z:LP-DIR-AF	g	131	pmagpy-4.4.0	D6A-2095a	u	6.500e-02	0	0.00	0.00	22	273
	This study		0.2	225.4	19.6	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:07:18	5.258e-05	1.51e-06	1.373e-01	2.03e-09	3.71e-09	3.91e-09	8	273	D6A-2095a_LP-DIR-AF-133	LT-AF-Z:LP-DIR-AF	g	132	pmagpy-4.4.0	D6A-2095a	u	7.000e-02	0	0.00	0.00	23	273
	This study		0.3	227.4	13.8	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:10:43	5.049e-05	1.45e-06	1.318e-01	3.55e-09	3.49e-09	6.21e-09	8	273	D6A-2095a_LP-DIR-AF-134	LT-AF-Z:LP-DIR-AF	g	133	pmagpy-4.4.0	D6A-2095a	u	7.500e-02	0	0.00	0.00	24	273
	This study		0.4	221.4	16.9	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:14:09	5.084e-05	1.46e-06	1.327e-01	2.57e-09	6.38e-09	8.44e-09	8	273	D6A-2095a_LP-DIR-AF-135	LT-AF-Z:LP-DIR-AF	g	134	pmagpy-4.4.0	D6A-2095a	u	8.000e-02	0	0.00	0.00	25	273
	This study		0.3	220.4	16.0	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:16:39	4.631e-05	1.33e-06	1.209e-01	2.52e-09	4.46e-09	6.28e-09	8	273	D6A-2095a_LP-DIR-AF-136	LT-AF-Z:LP-DIR-AF	g	135	pmagpy-4.4.0	D6A-2095a	u	8.500e-02	0	0.00	0.00	26	273
	This study		0.2	227.0	14.6	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:18:14	4.352e-05	1.25e-06	1.136e-01	2.20e-09	4.27e-09	4.36e-09	8	273	D6A-2095a_LP-DIR-AF-137	LT-AF-Z:LP-DIR-AF	g	136	pmagpy-4.4.0	D6A-2095a	u	9.000e-02	0	0.00	0.00	27	273
	This study		0.3	226.4	18.8	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:19:48	4.213e-05	1.21e-06	1.100e-01	1.77e-09	4.51e-09	5.03e-09	8	273	D6A-2095a_LP-DIR-AF-138	LT-AF-Z:LP-DIR-AF	g	137	pmagpy-4.4.0	D6A-2095a	u	9.500e-02	0	0.00	0.00	28	273
	This study		0.3	230.6	20.3	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:21:24	3.726e-05	1.07e-06	9.727e-02	2.95e-09	4.07e-09	3.87e-09	8	273	D6A-2095a_LP-DIR-AF-139	LT-AF-Z:LP-DIR-AF	g	138	pmagpy-4.4.0	D6A-2095a	u	1.000e-01	0	0.00	0.00	29	273
	This study		0.3	226.3	14.6	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:22:59	3.900e-05	1.12e-06	1.018e-01	2.74e-09	4.07e-09	3.74e-09	8	273	D6A-2095a_LP-DIR-AF-140	LT-AF-Z:LP-DIR-AF	g	139	pmagpy-4.4.0	D6A-2095a	u	1.050e-01	0	0.00	0.00	30	273
	This study		0.3	219.7	17.5	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:24:35	3.830e-05	1.10e-06	1.000e-01	3.81e-09	4.35e-09	4.51e-09	8	273	D6A-2095a_LP-DIR-AF-141	LT-AF-Z:LP-DIR-AF	g	140	pmagpy-4.4.0	D6A-2095a	u	1.100e-01	0	0.00	0.00	31	273
	This study		0.4	219.6	18.7	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:26:11	3.726e-05	1.07e-06	9.727e-02	3.64e-09	6.07e-09	5.82e-09	8	273	D6A-2095a_LP-DIR-AF-142	LT-AF-Z:LP-DIR-AF	g	141	pmagpy-4.4.0	D6A-2095a	u	1.150e-01	0	0.00	0.00	32	273
	This study		0.3	223.2	20.4	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:27:47	3.586e-05	1.03e-06	9.364e-02	1.86e-09	4.53e-09	3.32e-09	8	273	D6A-2095a_LP-DIR-AF-143	LT-AF-Z:LP-DIR-AF	g	142	pmagpy-4.4.0	D6A-2095a	u	1.200e-01	0	0.00	0.00	33	273
	This study		0.3	226.5	15.0	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:29:24	3.148e-05	9.04e-07	8.218e-02	2.23e-09	3.52e-09	2.78e-09	8	273	D6A-2095a_LP-DIR-AF-144	LT-AF-Z:LP-DIR-AF	g	143	pmagpy-4.4.0	D6A-2095a	u	1.250e-01	0	0.00	0.00	34	273
	This study		0.2	222.6	16.2	D6A-2095a_LP-DIR-AF	hargrave 2026-07-23 17:31:01	3.458e-05	9.93e-07	9.027e-02	2.09e-09	3.91e-09	3.50e-09	8	273	D6A-2095a_LP-DIR-AF-145	LT-AF-Z:LP-DIR-AF	g	144	pmagpy-4.4.0	D6A-2095a	u	1.300e-01	0	0.00	0.00	35	273
	This study		0.3	170.9	00.4	D6A-2123a_LP-DIR-AF	hargrave 2026-07-23 14:37:03	2.339e-04	6.53e-06	5.936e-01	1.63e-08	1.46e-08	3.26e-08	8	273	D6A-2123a_LP-DIR-AF-146	LT-NO:LP-DIR-AF	g	145	pmagpy-4.4.0	D6A-2123a	u	0	0	0.00	0.00	0	273
	This study		0.3	170.0	01.4	D6A-2123a_LP-DIR-AF	hargrave 2026-07-23 14:40:33	2.278e-04	6.36e-06	5.782e-01	1.46e-08	1.34e-08	3.04e-08	8	273	D6A-2123a_LP-DIR-AF-147	LT-AF-Z:LP-DIR-AF	g	146	pmagpy-4.4.0	D6A-2123a	u	1.000e-03	0	0.00	0.00	1	273
	This study		0.3	169.9	01.5	D6A-2123a_LP-DIR-AF	hargrave 2026-07-23 14:43:59	2.088e-04	5.83e-06	5.300e-01	1.66e-08	1.64e-08	3.04e-08	8	273	D6A-2123a_LP-DIR-AF-148	LT-AF-Z:LP-DIR-AF	g	147	pmagpy-4.4.0	D6A-2123a	u	2.000e-03	0	0.00	0.00	2	273
