Specimen_ID,Specimen_description,Specimen_azimuth,Specimen_plunge,Specimen_mass[g],Specimen_vol[cc],Specimen_coordinate,Uchannel_length[cm],Uchannel_area[cm2],Sample_ID,Sample_description,Site_ID,Site_description,Site_lat,Site_lon,Site_coordinate,Site_bedding_dip,Site_dip_azimuth,Locality_ID,Locality_description,Expedition_ID,Expedition_description,material_ID,material_description,material_manufacturer,material_composition,material_mineral_name,material_grain_length[um],material_grain_L/W_ratio,composition_parameter_X,composition_parameter_Y,oxidation_parameter_Z,Sample_method_codes,Site_method_codes,Site_geologic_classes,Site_geologic_types,Site_lithologies,Site_age,Site_age_sigma,Site_age_low,Site_age_high,Site_age_unit,Locality_type,Locality_geologic_classes,Locality_lithologies,Locality_age,Locality_age_sigma,Locality_age_low,Locality_age_high,Locality_age_unit
D6A-1833t,polished thick section prepared for SEM analysis and QDM analysis,,,,,1833,,,D6A-1833,0.25 mm grain size with rust-colored wet alteration spots/droplets on cut core surface; interpreted as Fe-hydroxychloride alteration possibly hibbingite-related associated with Cl-rich fluids; chalky white alteration blebs,D6A-1833,Severson unit U3; Severson description: PERIDOTITE ABUND. CL DROPS!!!; rock type: peridotite; sulfide 2%,47.6989,268.1638,1833,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1822a,oriented specimen for remanence,0,-90,23.405109,,1822,,,D6A-1822,0.5 mm grain size with no more rust-colored alteration,D6A-1822,Severson unit U3; Severson description: PERIDOTITE; rock type: peridotite; sulfide 1%,47.6989,268.1638,1822,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1822b,chip for rock magnetic experiments,,,0.16236,,1822,,,D6A-1822,0.5 mm grain size with no more rust-colored alteration,D6A-1822,Severson unit U3; Severson description: PERIDOTITE; rock type: peridotite; sulfide 1%,47.6989,268.1638,1822,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1822t,polished thick section prepared for SEM analysis and QDM analysis,,,,,1822,,,D6A-1822,0.5 mm grain size with no more rust-colored alteration,D6A-1822,Severson unit U3; Severson description: PERIDOTITE; rock type: peridotite; sulfide 1%,47.6989,268.1638,1822,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1806a,oriented specimen for remanence,0,-90,24.01466,,1806,,,D6A-1806,0.2 to 0.5 cm grain size,D6A-1806,Severson unit BAN (u); Severson description: AT HOMG.; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1806,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1806b,chip for rock magnetic experiments,,,0.1963,,1806,,,D6A-1806,0.2 to 0.5 cm grain size,D6A-1806,Severson unit BAN (u); Severson description: AT HOMG.; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1806,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1806c,chip for rock magnetic experiments,,,0.09956,,1806,,,D6A-1806,0.2 to 0.5 cm grain size,D6A-1806,Severson unit BAN (u); Severson description: AT HOMG.; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1806,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1789a,oriented specimen for remanence,0,-90,27.95797,,1789,,,D6A-1789,0.3 to 0.5 cm grain size,D6A-1789,Severson unit BAN (u); Severson description: AGT (CP(BN)=Po); rock type: augite troctolite; sulfide 0%,47.6989,268.1638,1789,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1789b,chip for rock magnetic experiments,,,0.13872,,1789,,,D6A-1789,0.3 to 0.5 cm grain size,D6A-1789,Severson unit BAN (u); Severson description: AGT (CP(BN)=Po); rock type: augite troctolite; sulfide 0%,47.6989,268.1638,1789,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1789c,chip for rock magnetic experiments,,,0.17935,,1789,,,D6A-1789,0.3 to 0.5 cm grain size,D6A-1789,Severson unit BAN (u); Severson description: AGT (CP(BN)=Po); rock type: augite troctolite; sulfide 0%,47.6989,268.1638,1789,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1789t,polished thick section prepared for SEM analysis and QDM analysis,,,,,1789,,,D6A-1789,0.3 to 0.5 cm grain size,D6A-1789,Severson unit BAN (u); Severson description: AGT (CP(BN)=Po); rock type: augite troctolite; sulfide 0%,47.6989,268.1638,1789,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1779a,oriented specimen for remanence,0,-90,26.2983,,1779,,,D6A-1779,0.3 to 0.5 cm grain sie with sulfides up to 0.4 cm in size,D6A-1779,Severson unit BAN (u); Severson description: AGT (CP(BN)=Po); rock type: augute troctolite; sulfide 3%,47.6989,268.1638,1779,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1779b,chip for rock magnetic experiments,,,0.11128,,1779,,,D6A-1779,0.3 to 0.5 cm grain sie with sulfides up to 0.4 cm in size,D6A-1779,Severson unit BAN (u); Severson description: AGT (CP(BN)=Po); rock type: augute troctolite; sulfide 3%,47.6989,268.1638,1779,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1762a,oriented specimen for remanence,0,-90,25.09214,,1762,,,D6A-1762,0.3 to 0.7 cm grain size with sulfides up to 0.4 cm in sie and a 1.5 cm mafic xenolith,D6A-1762,Severson unit BAN (u); Severson description: AGT (CP(BN)>Po); rock type: augite troctolite; sulfide 3%,47.6989,268.1638,1762,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1762b,chip for rock magnetic experiments,,,0.14967,,1762,,,D6A-1762,0.3 to 0.7 cm grain size with sulfides up to 0.4 cm in sie and a 1.5 cm mafic xenolith,D6A-1762,Severson unit BAN (u); Severson description: AGT (CP(BN)>Po); rock type: augite troctolite; sulfide 3%,47.6989,268.1638,1762,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1762t,polished thick section prepared for SEM analysis and QDM analysis,,,,,1762,,,D6A-1762,0.3 to 0.7 cm grain size with sulfides up to 0.4 cm in sie and a 1.5 cm mafic xenolith,D6A-1762,Severson unit BAN (u); Severson description: AGT (CP(BN)>Po); rock type: augite troctolite; sulfide 3%,47.6989,268.1638,1762,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1727a,oriented specimen for remanence,0,-90,21.116751,,1727,,,D6A-1727,0.3 to 0.5 cm grain size with a large patch of sulfides (4 to 5 cm),D6A-1727,Severson unit BAN (u); Severson description: AGT-(OG?) HET; rock type: augite troctolite; sulfide 5%,47.6989,268.1638,1727,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1727b,chip for rock magnetic experiments,,,0.12225,,1727,,,D6A-1727,0.3 to 0.5 cm grain size with a large patch of sulfides (4 to 5 cm),D6A-1727,Severson unit BAN (u); Severson description: AGT-(OG?) HET; rock type: augite troctolite; sulfide 5%,47.6989,268.1638,1727,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1727c,chip for rock magnetic experiments,,,0.27775,,1727,,,D6A-1727,0.3 to 0.5 cm grain size with a large patch of sulfides (4 to 5 cm),D6A-1727,Severson unit BAN (u); Severson description: AGT-(OG?) HET; rock type: augite troctolite; sulfide 5%,47.6989,268.1638,1727,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1727d,"chip for rock magnetic experiments, pure sulfide crystal",,,0.0977,,1727,,,D6A-1727,0.3 to 0.5 cm grain size with a large patch of sulfides (4 to 5 cm),D6A-1727,Severson unit BAN (u); Severson description: AGT-(OG?) HET; rock type: augite troctolite; sulfide 5%,47.6989,268.1638,1727,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1699a,oriented specimen for remanence,0,-90,25.29357,,1699,,,D6A-1699,0.3 to 0.7 cm grain size with very little sulfides,D6A-1699,Severson unit BH (l); Severson description: AT/T-HOMOG; rock type: anorthositic troctolite; sulfide 1%,47.6989,268.1638,1699,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1699b,chip for rock magnetic experiments,,,0.17323,,1699,,,D6A-1699,0.3 to 0.7 cm grain size with very little sulfides,D6A-1699,Severson unit BH (l); Severson description: AT/T-HOMOG; rock type: anorthositic troctolite; sulfide 1%,47.6989,268.1638,1699,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1699c,chip for rock magnetic experiments,,,0.16196,,1699,,,D6A-1699,0.3 to 0.7 cm grain size with very little sulfides,D6A-1699,Severson unit BH (l); Severson description: AT/T-HOMOG; rock type: anorthositic troctolite; sulfide 1%,47.6989,268.1638,1699,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1699d,"chip for rock magnetic experiments, oxide-rich plagioclase",,,0.09129,,1699,,,D6A-1699,0.3 to 0.7 cm grain size with very little sulfides,D6A-1699,Severson unit BH (l); Severson description: AT/T-HOMOG; rock type: anorthositic troctolite; sulfide 1%,47.6989,268.1638,1699,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1605a,oriented specimen for remanence,0,-90,20.919331,,1605,,,D6A-1605,0.2 to 0.5 cm grain size,D6A-1605,Severson unit U2; Severson description: AT-HOMOG; rock type: anorthositic troctolite; sulfide 0.5%,47.6989,268.1638,1605,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1605b,chip for rock magnetic experiments,,,0.17344,,1605,,,D6A-1605,0.2 to 0.5 cm grain size,D6A-1605,Severson unit U2; Severson description: AT-HOMOG; rock type: anorthositic troctolite; sulfide 0.5%,47.6989,268.1638,1605,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1605c,chip for rock magnetic experiments,,,0.09494,,1605,,,D6A-1605,0.2 to 0.5 cm grain size,D6A-1605,Severson unit U2; Severson description: AT-HOMOG; rock type: anorthositic troctolite; sulfide 0.5%,47.6989,268.1638,1605,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1605d,"chip for rock magnetic experiments, plagioclase chip",,,0.02385,,1605,,,D6A-1605,0.2 to 0.5 cm grain size,D6A-1605,Severson unit U2; Severson description: AT-HOMOG; rock type: anorthositic troctolite; sulfide 0.5%,47.6989,268.1638,1605,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1592a,oriented specimen for remanence,0,-90,24.851379,,1592,,,D6A-1592,0.5 to 1 cm grain size and appears more like the aT unit than picrite,D6A-1592,Severson unit BH (u); Severson description: PIC-F.P.; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1592,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1592b,chip for rock magnetic experiments,,,0.11732,,1592,,,D6A-1592,0.5 to 1 cm grain size and appears more like the aT unit than picrite,D6A-1592,Severson unit BH (u); Severson description: PIC-F.P.; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1592,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1592c,chip for rock magnetic experiments,,,0.20626,,1592,,,D6A-1592,0.5 to 1 cm grain size and appears more like the aT unit than picrite,D6A-1592,Severson unit BH (u); Severson description: PIC-F.P.; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1592,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1592d,"chip for rock magnetic experiments, olivine chip",,,0.00453,,1592,,,D6A-1592,0.5 to 1 cm grain size and appears more like the aT unit than picrite,D6A-1592,Severson unit BH (u); Severson description: PIC-F.P.; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1592,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1581a,oriented specimen for remanence,0,-90,21.0504,,1581,,,D6A-1581,1 to 1.4 mm grain size,D6A-1581,Severson unit BH (u); Severson description: AT; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1581,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
D6A-1581b,chip for rock magnetic experiments,,,0.18511,,1581,,,D6A-1581,1 to 1.4 mm grain size,D6A-1581,Severson unit BH (u); Severson description: AT; rock type: anorthositic troctolite; sulfide 0%,47.6989,268.1638,1581,,,D6A-BH,"Group BH: basal heterogeneous unit; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Picrite,1096.19,0.095,,,Ma
