Specimen_ID,Specimen_description,Specimen_azimuth,Specimen_plunge,Specimen_mass[g],Specimen_vol[cc],Specimen_coordinate,Uchannel_length[cm],Uchannel_area[cm2],Sample_ID,Sample_description,Site_ID,Site_description,Site_lat,Site_lon,Site_coordinate,Site_bedding_dip,Site_dip_azimuth,Locality_ID,Locality_description,Expedition_ID,Expedition_description,material_ID,material_description,material_manufacturer,material_composition,material_mineral_name,material_grain_length[um],material_grain_L/W_ratio,composition_parameter_X,composition_parameter_Y,oxidation_parameter_Z,Sample_method_codes,Site_method_codes,Site_geologic_classes,Site_geologic_types,Site_lithologies,Site_age,Site_age_sigma,Site_age_low,Site_age_high,Site_age_unit,Locality_type,Locality_geologic_classes,Locality_lithologies,Locality_age,Locality_age_sigma,Locality_age_low,Locality_age_high,Locality_age_unit
D6A-2001b,chip for rock magnetic experiments,,,0.25505,,2001,,,D6A-2001,0.3 to 0.5 cm with sulfides up to 0.4 cm,D6A-2001,Severson unit BAN (l); Severson description: AGT-HOMOG.; rock type: augite troctolite; sulfide 1%,47.6989,268.1638,2001,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1989a,oriented specimen for remanence,0,-90,19.09581,,1989,,,D6A-1989,0.3 to 0.5 cm with sulfides,D6A-1989,Severson unit BAN (l); Severson description: AGT-HOMOG.; rock type: augite troctolite; sulfide 7%,47.6989,268.1638,1989,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1989b,chip for rock magnetic experiments,,,0.16491,,1989,,,D6A-1989,0.3 to 0.5 cm with sulfides,D6A-1989,Severson unit BAN (l); Severson description: AGT-HOMOG.; rock type: augite troctolite; sulfide 7%,47.6989,268.1638,1989,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1926a,oriented specimen for remanence,0,-90,22.148451,,1926,,,D6A-1926,0.3 to 0.5 cm with sulfide up to 1 cm sulfides include the peacock colored bornite,D6A-1926,Severson unit BAN (l); Severson description: T-HOMOG; rock type: augite troctolite; sulfide 3%,47.6989,268.1638,1926,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1926b,chip for rock magnetic experiments,,,0.14067,,1926,,,D6A-1926,0.3 to 0.5 cm with sulfide up to 1 cm sulfides include the peacock colored bornite,D6A-1926,Severson unit BAN (l); Severson description: T-HOMOG; rock type: augite troctolite; sulfide 3%,47.6989,268.1638,1926,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1926c,chip for rock magnetic experiments,,,0.16389,,1926,,,D6A-1926,0.3 to 0.5 cm with sulfide up to 1 cm sulfides include the peacock colored bornite,D6A-1926,Severson unit BAN (l); Severson description: T-HOMOG; rock type: augite troctolite; sulfide 3%,47.6989,268.1638,1926,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1913a,oriented specimen for remanence,0,-90,25.9779,,1913,,,D6A-1913,0.3 to 0.5 cm with sulfides up to 0.5,D6A-1913,Severson unit BAN (l); Severson description: T-HOMOG; rock type: troctolite; sulfide 5%,47.6989,268.1638,1913,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1913b,chip for rock magnetic experiments,,,0.16448,,1913,,,D6A-1913,0.3 to 0.5 cm with sulfides up to 0.5,D6A-1913,Severson unit BAN (l); Severson description: T-HOMOG; rock type: troctolite; sulfide 5%,47.6989,268.1638,1913,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1913t,polished thick section prepared for SEM analysis and QDM analysis,,,,,1913,,,D6A-1913,0.3 to 0.5 cm with sulfides up to 0.5,D6A-1913,Severson unit BAN (l); Severson description: T-HOMOG; rock type: troctolite; sulfide 5%,47.6989,268.1638,1913,,,D6A-BAN,"Group BAN: Basal Augite Troctolite and Norite; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite,1096.19,0.095,,,Ma
D6A-1899a,oriented specimen for remanence,0,-90,22.247,,1899,,,D6A-1899,0.2 cm with plag laths up to 2 cm with igneous foliation,D6A-1899,Severson unit U3; Severson description: ORT; rock type: olivine-rich troctolite; sulfide 0%,47.6989,268.1638,1899,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1899b,chip for rock magnetic experiments,,,0.21501,,1899,,,D6A-1899,0.2 cm with plag laths up to 2 cm with igneous foliation,D6A-1899,Severson unit U3; Severson description: ORT; rock type: olivine-rich troctolite; sulfide 0%,47.6989,268.1638,1899,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1899c,chip for rock magnetic experiments,,,0.23354,,1899,,,D6A-1899,0.2 cm with plag laths up to 2 cm with igneous foliation,D6A-1899,Severson unit U3; Severson description: ORT; rock type: olivine-rich troctolite; sulfide 0%,47.6989,268.1638,1899,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1888a,oriented specimen for remanence,0,-90,26.475611,,1888,,,D6A-1888,0.3 to 0.5 cm grain size; on the box Mark has this grouped as U3 but seems more natural fit in the BAN (which is what he has labeled on box),D6A-1888,Severson unit U3; Severson description: AGT; rock type: augite troctolite; sulfide 0%,47.6989,268.1638,1888,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1888b,chip for rock magnetic experiments,,,0.14388,,1888,,,D6A-1888,0.3 to 0.5 cm grain size; on the box Mark has this grouped as U3 but seems more natural fit in the BAN (which is what he has labeled on box),D6A-1888,Severson unit U3; Severson description: AGT; rock type: augite troctolite; sulfide 0%,47.6989,268.1638,1888,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1880a,oriented specimen for remanence,0,-90,20.12063,,1880,,,D6A-1880,0.3 to 0.5 cm grain size; on the box Mark has this grouped as U3 but seems more natural fit in the BAN (which is what he has labeled on box),D6A-1880,Severson unit U3; Severson description: AGT; rock type: augite troctolite; sulfide 0%,47.6989,268.1638,1880,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1880b,chip for rock magnetic experiments,,,0.15503,,1880,,,D6A-1880,0.3 to 0.5 cm grain size; on the box Mark has this grouped as U3 but seems more natural fit in the BAN (which is what he has labeled on box),D6A-1880,Severson unit U3; Severson description: AGT; rock type: augite troctolite; sulfide 0%,47.6989,268.1638,1880,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Troctolite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1868a,oriented specimen for remanence,0,-90,25.096331,,1868,,,D6A-1868,fine-grained and more green than other peridotites in this interval,D6A-1868,Severson unit U3; Severson description: PER; rock type: peridotite; sulfide 0%,47.6989,268.1638,1868,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1868b,chip for rock magnetic experiments,,,0.19287,,1868,,,D6A-1868,fine-grained and more green than other peridotites in this interval,D6A-1868,Severson unit U3; Severson description: PER; rock type: peridotite; sulfide 0%,47.6989,268.1638,1868,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1868c,chip for rock magnetic experiments,,,0.1271,,1868,,,D6A-1868,fine-grained and more green than other peridotites in this interval,D6A-1868,Severson unit U3; Severson description: PER; rock type: peridotite; sulfide 0%,47.6989,268.1638,1868,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1861a,oriented specimen for remanence,0,-90,28.7052,,1861,,,D6A-1861,0.5 to 1 mm dark grey with vein of green serpentinization,D6A-1861,Severson unit U3; Severson description: FELD PER; rock type: feldspathic peridotite; sulfide 0%,47.6989,268.1638,1861,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1861b,chip for rock magnetic experiments,,,0.16086,,1861,,,D6A-1861,0.5 to 1 mm dark grey with vein of green serpentinization,D6A-1861,Severson unit U3; Severson description: FELD PER; rock type: feldspathic peridotite; sulfide 0%,47.6989,268.1638,1861,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1857a,oriented specimen for remanence,0,-90,23.526621,,1857,,,D6A-1857,0.5 to 1 mm turqoise blue blebs of secondary Cu alteration possibly atacamite-group associated with Cl-rich alteration; likely after Cu sulfides,D6A-1857,Severson unit U3; Severson description: FELD PER; rock type: feldspathic peridotite; sulfide 2%,47.6989,268.1638,1857,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1857b,chip for rock magnetic experiments,,,0.20167,,1857,,,D6A-1857,0.5 to 1 mm turqoise blue blebs of secondary Cu alteration possibly atacamite-group associated with Cl-rich alteration; likely after Cu sulfides,D6A-1857,Severson unit U3; Severson description: FELD PER; rock type: feldspathic peridotite; sulfide 2%,47.6989,268.1638,1857,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1849a,oriented specimen for remanence,0,-90,29.939251,,1849,,,D6A-1849,0.25 mm grain size with rust-colored wet alteration spots/droplets on cut core surface; interpreted as Fe-hydroxychloride alteration possibly hibbingite-related associated with Cl-rich fluids; chalky white alteration blebs,D6A-1849,Severson unit U3; Severson description: PERIDOTITE ABUND. CL DROPS!!!; rock type: peridotite; sulfide 0%,47.6989,268.1638,1849,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1849b,chip for rock magnetic experiments,,,0.17419,,1849,,,D6A-1849,0.25 mm grain size with rust-colored wet alteration spots/droplets on cut core surface; interpreted as Fe-hydroxychloride alteration possibly hibbingite-related associated with Cl-rich fluids; chalky white alteration blebs,D6A-1849,Severson unit U3; Severson description: PERIDOTITE ABUND. CL DROPS!!!; rock type: peridotite; sulfide 0%,47.6989,268.1638,1849,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1849c,chip for rock magnetic experiments,,,0.13747,,1849,,,D6A-1849,0.25 mm grain size with rust-colored wet alteration spots/droplets on cut core surface; interpreted as Fe-hydroxychloride alteration possibly hibbingite-related associated with Cl-rich fluids; chalky white alteration blebs,D6A-1849,Severson unit U3; Severson description: PERIDOTITE ABUND. CL DROPS!!!; rock type: peridotite; sulfide 0%,47.6989,268.1638,1849,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1845a,oriented specimen for remanence,0,-90,24.92988,,1845,,,D6A-1845,0.25 mm grain size with rust-colored wet alteration spots/droplets on cut core surface; interpreted as Fe-hydroxychloride alteration possibly hibbingite-related associated with Cl-rich fluids; chalky white alteration blebs,D6A-1845,Severson unit U3; Severson description: PERIDOTITE ABUND. CL DROPS!!!; rock type: peridotite; sulfide 0%,47.6989,268.1638,1845,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1845b,chip for rock magnetic experiments,,,0.19534,,1845,,,D6A-1845,0.25 mm grain size with rust-colored wet alteration spots/droplets on cut core surface; interpreted as Fe-hydroxychloride alteration possibly hibbingite-related associated with Cl-rich fluids; chalky white alteration blebs,D6A-1845,Severson unit U3; Severson description: PERIDOTITE ABUND. CL DROPS!!!; rock type: peridotite; sulfide 0%,47.6989,268.1638,1845,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1845c,chip for rock magnetic experiments,,,0.11408,,1845,,,D6A-1845,0.25 mm grain size with rust-colored wet alteration spots/droplets on cut core surface; interpreted as Fe-hydroxychloride alteration possibly hibbingite-related associated with Cl-rich fluids; chalky white alteration blebs,D6A-1845,Severson unit U3; Severson description: PERIDOTITE ABUND. CL DROPS!!!; rock type: peridotite; sulfide 0%,47.6989,268.1638,1845,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1833a,oriented specimen for remanence,0,-90,26.77598,,1833,,,D6A-1833,0.25 mm grain size with rust-colored wet alteration spots/droplets on cut core surface; interpreted as Fe-hydroxychloride alteration possibly hibbingite-related associated with Cl-rich fluids; chalky white alteration blebs,D6A-1833,Severson unit U3; Severson description: PERIDOTITE ABUND. CL DROPS!!!; rock type: peridotite; sulfide 2%,47.6989,268.1638,1833,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1833b,chip for rock magnetic experiments,,,0.18623,,1833,,,D6A-1833,0.25 mm grain size with rust-colored wet alteration spots/droplets on cut core surface; interpreted as Fe-hydroxychloride alteration possibly hibbingite-related associated with Cl-rich fluids; chalky white alteration blebs,D6A-1833,Severson unit U3; Severson description: PERIDOTITE ABUND. CL DROPS!!!; rock type: peridotite; sulfide 2%,47.6989,268.1638,1833,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
D6A-1833c,chip for rock magnetic experiments,,,0.12858,,1833,,,D6A-1833,0.25 mm grain size with rust-colored wet alteration spots/droplets on cut core surface; interpreted as Fe-hydroxychloride alteration possibly hibbingite-related associated with Cl-rich fluids; chalky white alteration blebs,D6A-1833,Severson unit U3; Severson description: PERIDOTITE ABUND. CL DROPS!!!; rock type: peridotite; sulfide 2%,47.6989,268.1638,1833,,,D6A-ultramafic,"Group Ultramafic: ultramafic units U1-U3; D-6A drill core, Dunka Pit area, South Kawishiwi intrusion, Duluth Complex; collar 47.6989N, 91.8362W (DNRNUM 13933)",SSRM 2026,"2026 IRM Summer School of Rock Magnetism, Duluth Complex project",,,,,,,,,,,FS-C-DRILL:SO-V,FS-C-DRILL:SO-V,Igneous:Intrusive,Layered Intrusion,Peridotite,1096.19,0.095,,,Ma,Drill Site,Igneous:Intrusive,Troctolite:Peridotite:Picrite,1096.19,0.095,,,Ma
