tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	magn_moment	magn_volume	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		2.2	053.6	27.6	D6A-1857a_LP-DIR-AF	hargrave 2026-07-21 17:22:48	3.077e-05	7.24e-07	6.582e-02	1.79e-08	1.99e-08	1.46e-08	8	273	D6A-1857a_LP-DIR-AF-75	LT-AF-Z:LP-DIR-AF	g	74	pmagpy-4.4.0	D6A-1857a	u	9.000e-02	0	0.00	0.00	28	273
	This study		2.2	051.9	26.6	D6A-1857a_LP-DIR-AF	hargrave 2026-07-21 17:24:24	3.005e-05	7.07e-07	6.427e-02	1.75e-08	2.00e-08	1.49e-08	8	273	D6A-1857a_LP-DIR-AF-76	LT-AF-Z:LP-DIR-AF	g	75	pmagpy-4.4.0	D6A-1857a	u	9.500e-02	0	0.00	0.00	29	273
	This study		2.2	049.9	24.8	D6A-1857a_LP-DIR-AF	hargrave 2026-07-21 17:26:01	2.937e-05	6.91e-07	6.282e-02	1.71e-08	1.86e-08	1.42e-08	8	273	D6A-1857a_LP-DIR-AF-77	LT-AF-Z:LP-DIR-AF	g	76	pmagpy-4.4.0	D6A-1857a	u	1.000e-01	0	0.00	0.00	30	273
	This study		2.1	052.4	24.5	D6A-1857a_LP-DIR-AF	hargrave 2026-07-21 17:27:37	2.966e-05	6.98e-07	6.345e-02	1.70e-08	1.91e-08	1.47e-08	8	273	D6A-1857a_LP-DIR-AF-78	LT-AF-Z:LP-DIR-AF	g	77	pmagpy-4.4.0	D6A-1857a	u	1.050e-01	0	0.00	0.00	31	273
	This study		2.1	054.8	20.9	D6A-1857a_LP-DIR-AF	hargrave 2026-07-21 17:29:14	2.775e-05	6.53e-07	5.936e-02	1.56e-08	1.79e-08	1.36e-08	8	273	D6A-1857a_LP-DIR-AF-79	LT-AF-Z:LP-DIR-AF	g	78	pmagpy-4.4.0	D6A-1857a	u	1.100e-01	0	0.00	0.00	32	273
	This study		2.2	056.2	23.6	D6A-1857a_LP-DIR-AF	hargrave 2026-07-21 17:30:51	2.495e-05	5.87e-07	5.336e-02	1.43e-08	1.65e-08	1.37e-08	8	273	D6A-1857a_LP-DIR-AF-80	LT-AF-Z:LP-DIR-AF	g	79	pmagpy-4.4.0	D6A-1857a	u	1.150e-01	0	0.00	0.00	33	273
	This study		1.9	055.8	21.6	D6A-1857a_LP-DIR-AF	hargrave 2026-07-21 17:32:29	2.966e-05	6.98e-07	6.345e-02	1.52e-08	1.70e-08	1.40e-08	8	273	D6A-1857a_LP-DIR-AF-81	LT-AF-Z:LP-DIR-AF	g	80	pmagpy-4.4.0	D6A-1857a	u	1.200e-01	0	0.00	0.00	34	273
	This study		2.3	054.1	23.3	D6A-1857a_LP-DIR-AF	hargrave 2026-07-21 17:34:06	2.456e-05	5.78e-07	5.255e-02	1.48e-08	1.65e-08	1.35e-08	8	273	D6A-1857a_LP-DIR-AF-82	LT-AF-Z:LP-DIR-AF	g	81	pmagpy-4.4.0	D6A-1857a	u	1.250e-01	0	0.00	0.00	35	273
	This study		2.1	059.6	19.3	D6A-1857a_LP-DIR-AF	hargrave 2026-07-21 17:35:45	2.507e-05	5.90e-07	5.364e-02	1.52e-08	1.68e-08	1.24e-08	8	273	D6A-1857a_LP-DIR-AF-83	LT-AF-Z:LP-DIR-AF	g	82	pmagpy-4.4.0	D6A-1857a	u	1.300e-01	0	0.00	0.00	36	273
	This study		1.1	015.3	-72.6	D6A-1861a_LT-NO	hargrave 2026-07-27 15:20:27	1.230e-02	3.53e-04	3.209e+01	4.97e-06	5.49e-06	3.01e-06	8	273	D6A-1861a_LT-NO-84	LT-NO	g	83	pmagpy-4.4.0	D6A-1861a	u	0	0	0.00	0.00		273
	This study		0.8	063.6	57.3	D6A-1868a_LT-NO	hargrave 2026-07-27 16:35:25	9.562e-03	2.40e-04	2.182e+01	2.35e-06	2.35e-06	2.33e-06	8	273	D6A-1868a_LT-NO-85	LT-NO	g	84	pmagpy-4.4.0	D6A-1868a	u	0	0	0.00	0.00		273
	This study		0.8	043.8	83.4	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:24:26	1.521e-03	3.06e-05	2.782e+00	2.96e-07	3.27e-07	2.73e-07	8	273	D6A-1880a_LP-DIR-AF-86	LT-NO:LP-DIR-AF	g	85	pmagpy-4.4.0	D6A-1880a	u	0	0	0.00	0.00	0	273
	This study		0.9	043.9	83.4	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:38:13	1.521e-03	3.06e-05	2.782e+00	3.07e-07	3.36e-07	2.52e-07	8	273	D6A-1880a_LP-DIR-AF-87	LT-NO:LP-DIR-AF	g	86	pmagpy-4.4.0	D6A-1880a	u	0	0	0.00	0.00	1	273
	This study		0.9	046.9	83.5	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:39:49	1.466e-03	2.95e-05	2.682e+00	3.01e-07	3.28e-07	2.28e-07	8	273	D6A-1880a_LP-DIR-AF-88	LT-AF-Z:LP-DIR-AF	g	87	pmagpy-4.4.0	D6A-1880a	u	1.000e-03	0	0.00	0.00	2	273
	This study		0.9	044.9	83.1	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:41:25	1.337e-03	2.69e-05	2.445e+00	2.73e-07	2.99e-07	2.11e-07	8	273	D6A-1880a_LP-DIR-AF-89	LT-AF-Z:LP-DIR-AF	g	88	pmagpy-4.4.0	D6A-1880a	u	2.000e-03	0	0.00	0.00	3	273
	This study		0.9	040.5	82.1	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:43:00	1.168e-03	2.35e-05	2.136e+00	2.44e-07	2.68e-07	1.89e-07	8	273	D6A-1880a_LP-DIR-AF-90	LT-AF-Z:LP-DIR-AF	g	89	pmagpy-4.4.0	D6A-1880a	u	3.000e-03	0	0.00	0.00	4	273
	This study		0.9	035.1	80.8	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:44:36	1.019e-03	2.05e-05	1.864e+00	2.18e-07	2.37e-07	1.76e-07	8	273	D6A-1880a_LP-DIR-AF-91	LT-AF-Z:LP-DIR-AF	g	90	pmagpy-4.4.0	D6A-1880a	u	4.000e-03	0	0.00	0.00	5	273
	This study		1.0	031.6	79.1	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:46:12	8.698e-04	1.75e-05	1.591e+00	1.91e-07	2.09e-07	1.63e-07	8	273	D6A-1880a_LP-DIR-AF-92	LT-AF-Z:LP-DIR-AF	g	91	pmagpy-4.4.0	D6A-1880a	u	5.000e-03	0	0.00	0.00	6	273
	This study		1.0	026.2	73.2	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:47:47	5.815e-04	1.17e-05	1.064e+00	1.31e-07	1.47e-07	1.37e-07	8	273	D6A-1880a_LP-DIR-AF-93	LT-AF-Z:LP-DIR-AF	g	92	pmagpy-4.4.0	D6A-1880a	u	7.500e-03	0	0.00	0.00	7	273
	This study		1.1	023.3	67.2	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:49:23	4.245e-04	8.54e-06	7.764e-01	9.61e-08	1.10e-07	1.16e-07	8	273	D6A-1880a_LP-DIR-AF-94	LT-AF-Z:LP-DIR-AF	g	93	pmagpy-4.4.0	D6A-1880a	u	1.000e-02	0	0.00	0.00	8	273
	This study		1.2	022.1	62.2	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:50:59	3.385e-04	6.81e-06	6.191e-01	7.67e-08	8.84e-08	9.85e-08	8	273	D6A-1880a_LP-DIR-AF-95	LT-AF-Z:LP-DIR-AF	g	94	pmagpy-4.4.0	D6A-1880a	u	1.250e-02	0	0.00	0.00	9	273
	This study		1.2	021.3	57.7	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:52:35	2.878e-04	5.79e-06	5.264e-01	6.48e-08	7.44e-08	8.63e-08	8	273	D6A-1880a_LP-DIR-AF-96	LT-AF-Z:LP-DIR-AF	g	95	pmagpy-4.4.0	D6A-1880a	u	1.500e-02	0	0.00	0.00	10	273
	This study		1.2	020.9	54.5	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:54:11	2.530e-04	5.09e-06	4.627e-01	5.67e-08	6.51e-08	7.67e-08	8	273	D6A-1880a_LP-DIR-AF-97	LT-AF-Z:LP-DIR-AF	g	96	pmagpy-4.4.0	D6A-1880a	u	1.750e-02	0	0.00	0.00	11	273
	This study		1.2	020.5	51.5	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:55:46	2.296e-04	4.62e-06	4.200e-01	4.99e-08	5.87e-08	6.88e-08	8	273	D6A-1880a_LP-DIR-AF-98	LT-AF-Z:LP-DIR-AF	g	97	pmagpy-4.4.0	D6A-1880a	u	2.000e-02	0	0.00	0.00	12	273
	This study		1.2	020.1	50.1	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:57:22	2.097e-04	4.22e-06	3.836e-01	4.68e-08	5.30e-08	6.27e-08	8	273	D6A-1880a_LP-DIR-AF-99	LT-AF-Z:LP-DIR-AF	g	98	pmagpy-4.4.0	D6A-1880a	u	2.250e-02	0	0.00	0.00	13	273
	This study		1.2	020.1	48.6	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 15:59:53	1.968e-04	3.96e-06	3.600e-01	4.21e-08	4.96e-08	5.65e-08	8	273	D6A-1880a_LP-DIR-AF-100	LT-AF-Z:LP-DIR-AF	g	99	pmagpy-4.4.0	D6A-1880a	u	2.500e-02	0	0.00	0.00	14	273
	This study		1.2	019.7	47.6	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:01:29	1.839e-04	3.70e-06	3.364e-01	4.08e-08	4.59e-08	5.17e-08	8	273	D6A-1880a_LP-DIR-AF-101	LT-AF-Z:LP-DIR-AF	g	100	pmagpy-4.4.0	D6A-1880a	u	2.750e-02	0	0.00	0.00	15	273
	This study		1.2	019.6	46.9	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:03:05	1.740e-04	3.50e-06	3.182e-01	3.71e-08	4.39e-08	4.80e-08	8	273	D6A-1880a_LP-DIR-AF-102	LT-AF-Z:LP-DIR-AF	g	101	pmagpy-4.4.0	D6A-1880a	u	3.000e-02	0	0.00	0.00	16	273
	This study		1.1	018.5	45.0	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:04:40	1.590e-04	3.20e-06	2.909e-01	3.44e-08	3.95e-08	4.24e-08	8	273	D6A-1880a_LP-DIR-AF-103	LT-AF-Z:LP-DIR-AF	g	102	pmagpy-4.4.0	D6A-1880a	u	3.500e-02	0	0.00	0.00	17	273
	This study		1.1	019.0	43.6	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:06:16	1.456e-04	2.93e-06	2.664e-01	3.15e-08	3.49e-08	3.86e-08	8	273	D6A-1880a_LP-DIR-AF-104	LT-AF-Z:LP-DIR-AF	g	103	pmagpy-4.4.0	D6A-1880a	u	4.000e-02	0	0.00	0.00	18	273
	This study		1.1	018.7	43.6	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:07:52	1.357e-04	2.73e-06	2.482e-01	2.88e-08	3.34e-08	3.44e-08	8	273	D6A-1880a_LP-DIR-AF-105	LT-AF-Z:LP-DIR-AF	g	104	pmagpy-4.4.0	D6A-1880a	u	4.500e-02	0	0.00	0.00	19	273
	This study		1.1	019.1	42.5	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:09:28	1.277e-04	2.57e-06	2.336e-01	2.85e-08	3.00e-08	3.25e-08	8	273	D6A-1880a_LP-DIR-AF-106	LT-AF-Z:LP-DIR-AF	g	105	pmagpy-4.4.0	D6A-1880a	u	5.000e-02	0	0.00	0.00	20	273
	This study		1.1	018.3	42.4	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:11:04	1.198e-04	2.41e-06	2.191e-01	2.64e-08	2.82e-08	2.94e-08	8	273	D6A-1880a_LP-DIR-AF-107	LT-AF-Z:LP-DIR-AF	g	106	pmagpy-4.4.0	D6A-1880a	u	5.500e-02	0	0.00	0.00	21	273
	This study		1.1	020.3	41.9	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:12:40	1.118e-04	2.25e-06	2.045e-01	2.35e-08	2.62e-08	2.72e-08	8	273	D6A-1880a_LP-DIR-AF-108	LT-AF-Z:LP-DIR-AF	g	107	pmagpy-4.4.0	D6A-1880a	u	6.000e-02	0	0.00	0.00	22	273
	This study		1.1	019.1	41.5	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:14:15	1.059e-04	2.13e-06	1.936e-01	2.30e-08	2.43e-08	2.45e-08	8	273	D6A-1880a_LP-DIR-AF-109	LT-AF-Z:LP-DIR-AF	g	108	pmagpy-4.4.0	D6A-1880a	u	6.500e-02	0	0.00	0.00	23	273
	This study		1.1	022.6	41.3	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:15:51	9.891e-05	1.99e-06	1.809e-01	2.21e-08	2.24e-08	2.26e-08	8	273	D6A-1880a_LP-DIR-AF-110	LT-AF-Z:LP-DIR-AF	g	109	pmagpy-4.4.0	D6A-1880a	u	7.000e-02	0	0.00	0.00	24	273
	This study		1.0	024.3	40.2	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:17:27	9.245e-05	1.86e-06	1.691e-01	1.95e-08	2.06e-08	2.12e-08	8	273	D6A-1880a_LP-DIR-AF-111	LT-AF-Z:LP-DIR-AF	g	110	pmagpy-4.4.0	D6A-1880a	u	7.500e-02	0	0.00	0.00	25	273
	This study		1.0	027.0	39.2	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:19:02	8.797e-05	1.77e-06	1.609e-01	1.74e-08	1.79e-08	2.03e-08	8	273	D6A-1880a_LP-DIR-AF-112	LT-AF-Z:LP-DIR-AF	g	111	pmagpy-4.4.0	D6A-1880a	u	8.000e-02	0	0.00	0.00	26	273
	This study		1.0	027.2	40.7	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:20:38	8.002e-05	1.61e-06	1.464e-01	1.63e-08	1.64e-08	1.77e-08	8	273	D6A-1880a_LP-DIR-AF-113	LT-AF-Z:LP-DIR-AF	g	112	pmagpy-4.4.0	D6A-1880a	u	8.500e-02	0	0.00	0.00	27	273
	This study		1.0	033.9	41.5	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:22:14	7.356e-05	1.48e-06	1.345e-01	1.59e-08	1.52e-08	1.63e-08	8	273	D6A-1880a_LP-DIR-AF-114	LT-AF-Z:LP-DIR-AF	g	113	pmagpy-4.4.0	D6A-1880a	u	9.000e-02	0	0.00	0.00	28	273
	This study		0.9	038.7	39.1	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:23:51	6.859e-05	1.38e-06	1.255e-01	1.37e-08	1.24e-08	1.54e-08	8	273	D6A-1880a_LP-DIR-AF-115	LT-AF-Z:LP-DIR-AF	g	114	pmagpy-4.4.0	D6A-1880a	u	9.500e-02	0	0.00	0.00	29	273
	This study		0.9	043.1	38.8	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:25:27	6.362e-05	1.28e-06	1.164e-01	1.30e-08	9.38e-09	1.39e-08	8	273	D6A-1880a_LP-DIR-AF-116	LT-AF-Z:LP-DIR-AF	g	115	pmagpy-4.4.0	D6A-1880a	u	1.000e-01	0	0.00	0.00	30	273
	This study		0.8	051.8	36.6	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:27:04	6.064e-05	1.22e-06	1.109e-01	1.21e-08	8.29e-09	1.43e-08	8	273	D6A-1880a_LP-DIR-AF-117	LT-AF-Z:LP-DIR-AF	g	116	pmagpy-4.4.0	D6A-1880a	u	1.050e-01	0	0.00	0.00	31	273
	This study		0.8	061.9	32.4	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:29:36	5.765e-05	1.16e-06	1.055e-01	1.17e-08	6.66e-09	1.24e-08	8	273	D6A-1880a_LP-DIR-AF-118	LT-AF-Z:LP-DIR-AF	g	117	pmagpy-4.4.0	D6A-1880a	u	1.100e-01	0	0.00	0.00	32	273
	This study		0.8	067.2	30.1	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:31:13	5.716e-05	1.15e-06	1.045e-01	1.15e-08	4.64e-09	1.16e-08	8	273	D6A-1880a_LP-DIR-AF-119	LT-AF-Z:LP-DIR-AF	g	118	pmagpy-4.4.0	D6A-1880a	u	1.150e-01	0	0.00	0.00	33	273
	This study		0.8	072.4	26.2	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:32:51	5.467e-05	1.10e-06	1.000e-01	1.06e-08	2.87e-09	1.06e-08	8	273	D6A-1880a_LP-DIR-AF-120	LT-AF-Z:LP-DIR-AF	g	119	pmagpy-4.4.0	D6A-1880a	u	1.200e-01	0	0.00	0.00	34	273
	This study		0.7	078.9	22.0	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:34:28	5.567e-05	1.12e-06	1.018e-01	1.03e-08	2.19e-09	9.89e-09	8	273	D6A-1880a_LP-DIR-AF-121	LT-AF-Z:LP-DIR-AF	g	120	pmagpy-4.4.0	D6A-1880a	u	1.250e-01	0	0.00	0.00	35	273
	This study		0.7	084.3	17.7	D6A-1880a_LP-DIR-AF	hargrave 2026-07-21 16:36:06	5.765e-05	1.16e-06	1.055e-01	9.94e-09	3.81e-09	1.01e-08	8	273	D6A-1880a_LP-DIR-AF-122	LT-AF-Z:LP-DIR-AF	g	121	pmagpy-4.4.0	D6A-1880a	u	1.300e-01	0	0.00	0.00	36	273
	This study		0.4	074.9	-85.3	D6A-1888a_LT-NO	hargrave 2026-07-27 15:45:26	1.643e-03	4.35e-05	3.955e+00	2.28e-07	2.45e-07	1.32e-07	8	273	D6A-1888a_LT-NO-123	LT-NO	g	122	pmagpy-4.4.0	D6A-1888a	u	0	0	0.00	0.00		273
	This study		0.7	288.3	-67.9	D6A-1899a_LT-NO	hargrave 2026-07-27 15:15:04	6.562e-03	1.46e-04	1.327e+01	1.63e-06	1.38e-06	9.61e-07	8	273	D6A-1899a_LT-NO-124	LT-NO	g	123	pmagpy-4.4.0	D6A-1899a	u	0	0	0.00	0.00		273
