tab 	measurements
analysts	citations	description	dir_csd	dir_dec	dir_inc	experiment	instrument_codes	magn_mass	magn_moment	magn_volume	magn_x_sigma	magn_y_sigma	magn_z_sigma	meas_n_orient	meas_temp	measurement	method_codes	quality	sequence	software_packages	specimen	standard	treat_ac_field	treat_dc_field	treat_dc_field_phi	treat_dc_field_theta	treat_step_num	treat_temp
	This study		0.7	355.3	-71.1	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 05:46:34	1.411e-04	3.54e-06	3.218e-01	2.80e-08	3.48e-08	2.28e-08	8	273	D6A-1762a_LP-DIR-AF-50	LT-AF-Z:LP-DIR-AF	g	49	pmagpy-4.4.0	D6A-1762a	u	2.500e-02	0	0.00	0.00	13	273
	This study		0.7	358.3	-71.1	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 05:48:09	1.331e-04	3.34e-06	3.036e-01	2.50e-08	3.22e-08	2.08e-08	8	273	D6A-1762a_LP-DIR-AF-51	LT-AF-Z:LP-DIR-AF	g	50	pmagpy-4.4.0	D6A-1762a	u	2.750e-02	0	0.00	0.00	14	273
	This study		0.7	358.2	-71.5	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 05:49:45	1.251e-04	3.14e-06	2.855e-01	2.33e-08	3.02e-08	1.91e-08	8	273	D6A-1762a_LP-DIR-AF-52	LT-AF-Z:LP-DIR-AF	g	51	pmagpy-4.4.0	D6A-1762a	u	3.000e-02	0	0.00	0.00	15	273
	This study		0.7	000.5	-72.3	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 05:51:20	1.112e-04	2.79e-06	2.536e-01	2.08e-08	2.73e-08	1.67e-08	8	273	D6A-1762a_LP-DIR-AF-53	LT-AF-Z:LP-DIR-AF	g	52	pmagpy-4.4.0	D6A-1762a	u	3.500e-02	0	0.00	0.00	16	273
	This study		0.7	003.1	-73.1	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 05:52:55	1.020e-04	2.56e-06	2.327e-01	1.83e-08	2.46e-08	1.48e-08	8	273	D6A-1762a_LP-DIR-AF-54	LT-AF-Z:LP-DIR-AF	g	53	pmagpy-4.4.0	D6A-1762a	u	4.000e-02	0	0.00	0.00	17	273
	This study		0.7	005.9	-73.4	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 05:54:31	9.287e-05	2.33e-06	2.118e-01	1.62e-08	2.21e-08	1.37e-08	8	273	D6A-1762a_LP-DIR-AF-55	LT-AF-Z:LP-DIR-AF	g	54	pmagpy-4.4.0	D6A-1762a	u	4.500e-02	0	0.00	0.00	18	273
	This study		0.7	003.6	-74.6	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 05:56:06	8.649e-05	2.17e-06	1.973e-01	1.43e-08	2.03e-08	1.23e-08	8	273	D6A-1762a_LP-DIR-AF-56	LT-AF-Z:LP-DIR-AF	g	55	pmagpy-4.4.0	D6A-1762a	u	5.000e-02	0	0.00	0.00	19	273
	This study		0.6	010.4	-75.0	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 05:57:42	8.171e-05	2.05e-06	1.864e-01	1.34e-08	1.87e-08	1.10e-08	8	273	D6A-1762a_LP-DIR-AF-57	LT-AF-Z:LP-DIR-AF	g	56	pmagpy-4.4.0	D6A-1762a	u	5.500e-02	0	0.00	0.00	20	273
	This study		0.6	016.2	-74.9	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 05:59:18	7.493e-05	1.88e-06	1.709e-01	1.26e-08	1.76e-08	9.62e-09	8	273	D6A-1762a_LP-DIR-AF-58	LT-AF-Z:LP-DIR-AF	g	57	pmagpy-4.4.0	D6A-1762a	u	6.000e-02	0	0.00	0.00	21	273
	This study		0.6	018.3	-75.0	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:00:53	6.975e-05	1.75e-06	1.591e-01	1.14e-08	1.62e-08	9.29e-09	8	273	D6A-1762a_LP-DIR-AF-59	LT-AF-Z:LP-DIR-AF	g	58	pmagpy-4.4.0	D6A-1762a	u	6.500e-02	0	0.00	0.00	22	273
	This study		0.6	017.6	-75.7	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:02:29	6.576e-05	1.65e-06	1.500e-01	1.07e-08	1.51e-08	8.25e-09	8	273	D6A-1762a_LP-DIR-AF-60	LT-AF-Z:LP-DIR-AF	g	59	pmagpy-4.4.0	D6A-1762a	u	7.000e-02	0	0.00	0.00	23	273
	This study		1.6	019.7	-74.5	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:05:56	5.978e-05	1.50e-06	1.364e-01	2.44e-08	3.53e-08	7.37e-09	8	273	D6A-1762a_LP-DIR-AF-61	LT-AF-Z:LP-DIR-AF	g	60	pmagpy-4.4.0	D6A-1762a	u	7.500e-02	0	0.00	0.00	24	273
	This study		0.6	022.9	-73.9	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:09:24	5.261e-05	1.32e-06	1.200e-01	9.27e-09	1.25e-08	6.71e-09	8	273	D6A-1762a_LP-DIR-AF-62	LT-AF-Z:LP-DIR-AF	g	61	pmagpy-4.4.0	D6A-1762a	u	8.000e-02	0	0.00	0.00	25	273
	This study		0.6	028.7	-73.5	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:12:52	4.783e-05	1.20e-06	1.091e-01	8.05e-09	1.08e-08	5.72e-09	8	273	D6A-1762a_LP-DIR-AF-63	LT-AF-Z:LP-DIR-AF	g	62	pmagpy-4.4.0	D6A-1762a	u	8.500e-02	0	0.00	0.00	26	273
	This study		0.6	026.2	-71.7	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:16:20	4.265e-05	1.07e-06	9.727e-02	7.48e-09	1.01e-08	5.06e-09	8	273	D6A-1762a_LP-DIR-AF-64	LT-AF-Z:LP-DIR-AF	g	63	pmagpy-4.4.0	D6A-1762a	u	9.000e-02	0	0.00	0.00	27	273
	This study		0.6	019.7	-69.4	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:19:48	3.603e-05	9.04e-07	8.218e-02	6.69e-09	8.67e-09	4.30e-09	8	273	D6A-1762a_LP-DIR-AF-65	LT-AF-Z:LP-DIR-AF	g	64	pmagpy-4.4.0	D6A-1762a	u	9.500e-02	0	0.00	0.00	28	273
	This study		0.7	018.7	-68.6	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:23:16	2.961e-05	7.43e-07	6.755e-02	6.07e-09	7.52e-09	3.63e-09	8	273	D6A-1762a_LP-DIR-AF-66	LT-AF-Z:LP-DIR-AF	g	65	pmagpy-4.4.0	D6A-1762a	u	1.000e-01	0	0.00	0.00	29	273
	This study		0.7	017.5	-64.6	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:26:44	2.419e-05	6.07e-07	5.518e-02	5.47e-09	6.40e-09	3.52e-09	8	273	D6A-1762a_LP-DIR-AF-67	LT-AF-Z:LP-DIR-AF	g	66	pmagpy-4.4.0	D6A-1762a	u	1.050e-01	0	0.00	0.00	30	273
	This study		0.7	018.6	-54.8	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:30:14	1.909e-05	4.79e-07	4.355e-02	4.48e-09	5.35e-09	3.33e-09	8	273	D6A-1762a_LP-DIR-AF-68	LT-AF-Z:LP-DIR-AF	g	67	pmagpy-4.4.0	D6A-1762a	u	1.100e-01	0	0.00	0.00	31	273
	This study		0.6	019.2	-46.8	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:33:42	1.523e-05	3.82e-07	3.473e-02	3.53e-09	3.89e-09	3.25e-09	8	273	D6A-1762a_LP-DIR-AF-69	LT-AF-Z:LP-DIR-AF	g	68	pmagpy-4.4.0	D6A-1762a	u	1.150e-01	0	0.00	0.00	32	273
	This study		0.6	019.7	-26.8	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:37:12	1.319e-05	3.31e-07	3.009e-02	3.50e-09	2.83e-09	3.26e-09	8	273	D6A-1762a_LP-DIR-AF-70	LT-AF-Z:LP-DIR-AF	g	69	pmagpy-4.4.0	D6A-1762a	u	1.200e-01	0	0.00	0.00	33	273
	This study		0.6	024.7	-18.3	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:40:41	1.200e-05	3.01e-07	2.736e-02	3.14e-09	2.33e-09	3.01e-09	8	273	D6A-1762a_LP-DIR-AF-71	LT-AF-Z:LP-DIR-AF	g	70	pmagpy-4.4.0	D6A-1762a	u	1.250e-01	0	0.00	0.00	34	273
	This study		0.8	018.8	02.3	D6A-1762a_LP-DIR-AF	hargrave 2026-07-21 06:44:11	1.240e-05	3.11e-07	2.827e-02	2.82e-09	2.00e-09	3.37e-09	8	273	D6A-1762a_LP-DIR-AF-72	LT-AF-Z:LP-DIR-AF	g	71	pmagpy-4.4.0	D6A-1762a	u	1.300e-01	0	0.00	0.00	35	273
	This study		1.3	217.3	73.0	D6A-1779a_LP-DIR-AF	hargrave 2026-07-20 14:35:48	6.426e-04	1.69e-05	1.536e+00	3.47e-07	2.70e-07	4.71e-07	8	273	D6A-1779a_LP-DIR-AF-73	LT-NO:LP-DIR-AF	g	72	pmagpy-4.4.0	D6A-1779a	u	0	0	0.00	0.00	0	273
